claim_id,claim_date,claim_amount,claimant_age,claimant_gender,vehicle_age,vehicle_make,vehicle_type,accident_type,injury_severity,police_report_filed,witness_present,location,day_of_week,time_of_day,weather_conditions,previous_claims,previous_accidents,litigation
CL-10753,2024-10-21,17402.52,31,F,18,Ford,Sedan,Multiple Vehicle,Moderate,0,0,Urban,Monday,Evening,Rain,0,1,1
CL-10754,2024-10-08,1572.97,27,F,17,Subaru,SUV,Animal Involved,Moderate,1,0,Rural,Tuesday,Morning,Clear,0,0,0
CL-10755,2024-06-15,115711.87,33,F,16,Chevrolet,SUV,Multiple Vehicle,None,0,1,Rural,Saturday,Night,Rain,1,0,0
CL-10756,2022-06-14,8883.77,71,M,5,Subaru,Compact,Multiple Vehicle,None,0,0,Suburban,Tuesday,Afternoon,Rain,2,0,0
CL-10757,2022-03-23,6135.23,61,M,14,Hyundai,Luxury,Multiple Vehicle,Minor,1,1,Urban,Wednesday,Morning,Clear,2,0,0
CL-10758,2024-06-03,1754.56,62,M,2,Hyundai,Luxury,Single Vehicle,None,1,0,Urban,Monday,Evening,Rain,0,0,0
CL-10759,2023-10-23,11388.64,73,M,5,Ford,SUV,Multiple Vehicle,Major,1,0,Urban,Monday,Morning,Clear,2,0,1
CL-10760,2023-05-28,2463.24,74,M,2,Hyundai,Sedan,Single Vehicle,None,1,0,Urban,Sunday,Afternoon,Snow,0,1,0
CL-10761,2022-02-22,5689.69,38,F,0,Audi,Sedan,Single Vehicle,Moderate,1,1,Urban,Tuesday,Afternoon,Clear,1,0,0
CL-10762,2022-07-07,106096.19,67,F,12,Nissan,Sports,Multiple Vehicle,None,0,0,Suburban,Thursday,Night,Rain,0,0,0
CL-10763,2023-04-14,4379.67,50,F,13,Chevrolet,Sedan,Pedestrian Involved,None,1,1,Suburban,Friday,Evening,Fog,0,1,0
CL-10764,2022-02-12,19518.69,24,F,12,Subaru,Luxury,Multiple Vehicle,Major,1,0,Rural,Saturday,Evening,Clear,0,1,1
CL-10765,2023-07-06,2113.69,32,M,3,Ford,Compact,Multiple Vehicle,None,1,0,Urban,Thursday,Morning,Clear,0,0,0
CL-10766,2022-03-24,4712.69,49,M,6,Audi,SUV,Pedestrian Involved,None,1,1,Urban,Thursday,Evening,Clear,0,1,0
CL-10767,2022-12-25,41149.24,37,M,9,Ford,Truck,Pedestrian Involved,None,0,1,Suburban,Sunday,Morning,Clear,1,1,0
CL-10768,2024-08-21,2316.1,32,F,6,Audi,Compact,Multiple Vehicle,Minor,0,0,Urban,Wednesday,Afternoon,Clear,1,0,1
CL-10769,2024-11-28,43258.03,65,M,14,Hyundai,Truck,Single Vehicle,None,1,0,Urban,Thursday,Afternoon,Rain,1,0,0
CL-10770,2024-06-24,11490.8,38,F,14,Hyundai,Compact,Bicycle Involved,Minor,1,1,Rural,Monday,Afternoon,Fog,0,1,0
CL-10771,2023-07-24,2502.49,59,M,3,Mercedes,Sedan,Single Vehicle,Minor,1,1,Suburban,Monday,Afternoon,Snow,1,0,0
CL-10772,2023-01-07,10497.47,43,M,5,Honda,Luxury,Multiple Vehicle,Moderate,0,0,Urban,Saturday,Afternoon,Clear,1,1,0
CL-10773,2024-06-11,15788.95,31,F,19,Ford,Truck,Single Vehicle,Moderate,1,1,Suburban,Tuesday,Morning,Rain,3,0,0
CL-10774,2024-10-04,10364.81,74,M,4,Mercedes,Compact,Multiple Vehicle,Minor,1,1,Suburban,Friday,Afternoon,Snow,1,0,0
CL-10775,2022-07-06,746.75,54,M,19,Chevrolet,Luxury,Single Vehicle,None,0,1,Suburban,Wednesday,Morning,Clear,2,2,0
CL-10776,2024-08-20,2053.78,75,F,11,Mercedes,Truck,Multiple Vehicle,Moderate,1,1,Suburban,Tuesday,Afternoon,Clear,1,1,0
CL-10777,2023-12-14,3651.81,38,M,0,Toyota,SUV,Multiple Vehicle,None,0,0,Urban,Thursday,Morning,Clear,0,0,0
CL-10778,2024-04-16,4494.82,20,F,7,Hyundai,Compact,Single Vehicle,Minor,1,0,Suburban,Tuesday,Morning,Snow,1,0,0
CL-10779,2023-11-14,10350.67,54,M,0,Toyota,SUV,Multiple Vehicle,Minor,0,0,Urban,Tuesday,Morning,Clear,0,0,0
CL-10780,2023-10-20,6082.93,66,M,4,Ford,Sedan,Pedestrian Involved,Moderate,1,1,Urban,Friday,Evening,Rain,0,0,0
CL-10781,2022-08-03,989.88,36,M,5,Subaru,SUV,Animal Involved,Minor,1,0,Rural,Wednesday,Morning,Clear,1,0,0
CL-10782,2022-11-26,7756.12,29,M,2,Subaru,SUV,Single Vehicle,None,1,0,Urban,Saturday,Morning,Sleet,0,2,0
CL-10783,2023-11-07,10226.14,78,M,14,Chevrolet,Sports,Multiple Vehicle,Minor,0,1,Suburban,Tuesday,Afternoon,Clear,1,0,0
CL-10784,2024-04-23,9621.43,58,M,4,Mercedes,Compact,Multiple Vehicle,Minor,1,0,Suburban,Tuesday,Morning,Rain,0,0,0
CL-10785,2024-10-11,17978.59,50,M,13,Subaru,Sedan,Multiple Vehicle,None,1,0,Rural,Friday,Morning,Clear,1,0,0
CL-10786,2023-08-14,13369.17,67,M,17,Audi,SUV,Single Vehicle,Minor,1,0,Suburban,Monday,Night,Clear,1,1,0
CL-10787,2024-03-31,8527.2,50,F,15,Audi,Luxury,Multiple Vehicle,Moderate,1,0,Urban,Sunday,Evening,Rain,2,0,0
CL-10788,2022-03-17,4517.89,41,F,5,Chevrolet,Truck,Bicycle Involved,Major,1,0,Urban,Thursday,Night,Sleet,0,0,1
CL-10789,2024-07-20,669.71,78,M,13,Nissan,SUV,Multiple Vehicle,Minor,0,1,Urban,Saturday,Afternoon,Clear,2,2,1
CL-10790,2022-06-30,8230.0,78,M,7,Hyundai,Sedan,Multiple Vehicle,None,1,0,Urban,Thursday,Evening,Clear,2,0,0
CL-10791,2023-10-07,6305.8,45,F,6,Mercedes,SUV,Multiple Vehicle,None,1,1,Urban,Saturday,Evening,Clear,0,0,0
CL-10792,2023-06-01,6808.28,75,M,7,Ford,Truck,Single Vehicle,Moderate,1,0,Urban,Thursday,Night,Clear,0,0,0
CL-10793,2023-10-25,1061.99,60,M,12,BMW,Sedan,Multiple Vehicle,Moderate,1,0,Suburban,Wednesday,Evening,Clear,2,0,0
CL-10794,2022-08-26,1343.1,58,F,5,BMW,Compact,Multiple Vehicle,None,1,0,Rural,Friday,Night,Rain,2,0,0
CL-10795,2024-04-07,17392.31,56,M,17,BMW,Sedan,Single Vehicle,None,1,0,Suburban,Sunday,Morning,Fog,1,0,0
CL-10796,2024-11-19,4686.93,66,M,1,Subaru,Compact,Pedestrian Involved,Moderate,1,0,Suburban,Tuesday,Night,Clear,0,0,0
CL-10797,2022-01-03,11134.47,34,F,7,Nissan,Sedan,Single Vehicle,None,1,1,Urban,Monday,Evening,Clear,0,0,0
CL-10798,2024-08-04,5084.65,82,M,10,Nissan,Truck,Animal Involved,None,0,0,Urban,Sunday,Evening,Clear,2,0,0
CL-10799,2024-04-26,5093.43,22,M,0,Mercedes,Truck,Multiple Vehicle,None,1,0,Urban,Friday,Afternoon,Clear,0,2,0
CL-10800,2022-04-22,15152.8,19,F,5,Mercedes,Sedan,Single Vehicle,None,1,0,Suburban,Friday,Afternoon,Clear,2,0,0
CL-10801,2023-01-20,2645.85,39,M,15,Nissan,SUV,Multiple Vehicle,Minor,0,0,Urban,Friday,Afternoon,Clear,1,0,1
CL-10802,2024-11-27,5515.65,74,F,19,Chevrolet,Truck,Multiple Vehicle,Moderate,0,1,Suburban,Wednesday,Afternoon,Clear,0,1,0
CL-10803,2024-01-11,2822.19,83,M,11,Mercedes,Compact,Single Vehicle,None,1,1,Urban,Thursday,Evening,Clear,0,1,0
CL-10804,2024-10-17,2917.86,33,M,10,Chevrolet,Compact,Multiple Vehicle,None,1,0,Urban,Thursday,Afternoon,Clear,0,2,0
CL-10805,2024-06-24,3391.38,68,F,9,Toyota,Luxury,Multiple Vehicle,None,0,0,Urban,Monday,Night,Clear,1,1,0
CL-10806,2022-04-16,6416.07,56,F,2,Audi,Sports,Multiple Vehicle,Minor,1,1,Urban,Saturday,Morning,Clear,1,0,0
CL-10807,2023-02-21,2766.95,57,M,12,Hyundai,Sports,Single Vehicle,None,1,0,Urban,Tuesday,Evening,Snow,1,0,0
CL-10808,2023-07-01,22179.14,55,F,2,Mercedes,Sports,Multiple Vehicle,Minor,1,0,Suburban,Saturday,Afternoon,Rain,0,0,0
CL-10809,2022-09-26,1679.87,77,F,14,Nissan,Compact,Single Vehicle,Moderate,1,1,Suburban,Monday,Evening,Snow,0,0,0
CL-10810,2023-08-13,3927.48,76,M,15,Audi,Luxury,Multiple Vehicle,None,1,0,Urban,Sunday,Afternoon,Clear,1,0,0
CL-10811,2024-06-16,2899.58,27,M,12,Audi,Sports,Single Vehicle,None,0,0,Suburban,Sunday,Evening,Clear,1,1,0
CL-10812,2024-09-19,27899.76,81,M,16,Honda,Sports,Bicycle Involved,None,1,0,Urban,Thursday,Afternoon,Clear,1,0,1
CL-10813,2022-09-06,6222.12,80,F,2,Nissan,Sedan,Multiple Vehicle,Minor,1,0,Rural,Tuesday,Morning,Clear,1,0,0
CL-10814,2022-03-01,16953.23,66,F,19,Hyundai,Sedan,Multiple Vehicle,Moderate,1,0,Urban,Tuesday,Afternoon,Rain,0,0,0
CL-10815,2023-05-06,826.61,81,F,10,Nissan,Sedan,Multiple Vehicle,None,1,1,Suburban,Saturday,Night,Clear,1,0,0
CL-10816,2022-11-21,6771.38,49,F,18,Mercedes,SUV,Single Vehicle,Major,0,1,Urban,Monday,Evening,Clear,1,1,1
CL-10817,2023-09-29,14293.45,24,M,10,Ford,Sports,Single Vehicle,None,1,1,Urban,Friday,Evening,Clear,1,0,1
CL-10818,2022-01-29,5424.82,38,F,15,Toyota,SUV,Pedestrian Involved,Moderate,0,0,Urban,Saturday,Night,Clear,2,0,0
CL-10819,2024-04-15,17651.51,37,M,2,Chevrolet,Luxury,Bicycle Involved,Minor,1,1,Urban,Monday,Night,Hail,0,0,1
CL-10820,2022-07-10,2641.9,43,F,5,Ford,Compact,Single Vehicle,Minor,1,1,Urban,Sunday,Morning,Clear,0,1,0
CL-10821,2023-04-06,26667.93,32,M,13,Toyota,Sports,Multiple Vehicle,Minor,0,1,Urban,Thursday,Evening,Rain,1,0,0
CL-10822,2022-08-21,77549.97,31,M,17,Ford,Compact,Multiple Vehicle,Minor,1,1,Rural,Sunday,Morning,Clear,0,0,0
CL-10823,2024-08-03,3179.86,44,M,16,Chevrolet,Sedan,Multiple Vehicle,Moderate,1,0,Suburban,Saturday,Evening,Hail,1,1,0
CL-10824,2022-08-29,2879.57,57,F,3,Subaru,Sports,Single Vehicle,Moderate,0,1,Suburban,Monday,Evening,Clear,0,1,0
CL-10825,2022-11-12,28115.08,75,M,14,Nissan,Truck,Single Vehicle,Minor,1,0,Suburban,Saturday,Morning,Rain,0,0,0
CL-10826,2024-10-17,32711.65,45,M,10,Ford,SUV,Single Vehicle,None,0,0,Rural,Thursday,Evening,Clear,2,1,0
CL-10827,2023-08-21,2624.3,43,F,2,Mercedes,SUV,Pedestrian Involved,None,0,1,Urban,Monday,Evening,Rain,1,0,0
CL-10828,2024-11-08,2968.39,80,M,2,Hyundai,Sports,Multiple Vehicle,Moderate,1,0,Urban,Friday,Morning,Clear,0,0,0
CL-10829,2023-07-14,3504.69,83,F,15,BMW,Sedan,Multiple Vehicle,Minor,1,0,Suburban,Friday,Afternoon,Clear,1,0,0
CL-10830,2024-04-30,979.13,42,F,4,Mercedes,SUV,Bicycle Involved,Minor,1,1,Suburban,Tuesday,Morning,Snow,2,1,1
CL-10831,2024-09-15,1632.09,20,M,9,Chevrolet,Sedan,Multiple Vehicle,Minor,1,1,Urban,Sunday,Evening,Sleet,0,1,0
CL-10832,2024-08-25,1472.96,61,M,18,Hyundai,Luxury,Pedestrian Involved,Moderate,0,1,Urban,Sunday,Night,Clear,0,0,0
CL-10833,2023-05-15,1955.97,59,F,3,Mercedes,Compact,Multiple Vehicle,Minor,0,1,Urban,Monday,Afternoon,Snow,1,1,0
CL-10834,2024-07-24,4714.41,23,M,18,Audi,Truck,Single Vehicle,Moderate,1,1,Rural,Wednesday,Night,Clear,1,0,0
CL-10835,2022-10-24,6509.76,56,F,10,Nissan,Compact,Bicycle Involved,Moderate,1,0,Urban,Monday,Afternoon,Snow,0,0,0
CL-10836,2024-02-25,31590.15,69,F,1,Hyundai,Compact,Multiple Vehicle,None,1,0,Rural,Sunday,Night,Rain,0,0,0
CL-10837,2023-01-26,1483.23,40,F,9,Audi,Luxury,Single Vehicle,None,1,0,Rural,Thursday,Afternoon,Clear,2,1,0
CL-10838,2024-11-06,16013.49,67,M,10,Mercedes,SUV,Multiple Vehicle,Moderate,0,1,Suburban,Wednesday,Morning,Snow,1,0,1
CL-10839,2022-10-07,3801.74,60,F,19,Toyota,Truck,Single Vehicle,None,1,1,Urban,Friday,Afternoon,Snow,0,1,0
CL-10840,2022-05-23,4631.53,36,M,15,Honda,SUV,Multiple Vehicle,Major,0,0,Urban,Monday,Afternoon,Clear,2,0,0
CL-10841,2023-07-20,11045.56,68,M,18,Toyota,Sports,Pedestrian Involved,None,1,1,Urban,Thursday,Afternoon,Rain,0,0,0
CL-10842,2024-04-29,1277.59,28,M,10,Nissan,Compact,Bicycle Involved,None,0,1,Urban,Monday,Evening,Clear,3,2,0
CL-10843,2023-11-28,7776.73,29,M,13,Hyundai,Sports,Bicycle Involved,Major,1,0,Suburban,Tuesday,Night,Snow,1,0,0
CL-10844,2024-11-05,6001.37,25,F,1,Hyundai,Sedan,Single Vehicle,Minor,1,1,Urban,Tuesday,Morning,Rain,1,1,0
CL-10845,2023-07-02,8874.54,41,M,4,Nissan,Compact,Multiple Vehicle,None,1,0,Urban,Sunday,Night,Clear,0,0,0
CL-10846,2022-01-06,6953.51,58,F,4,Audi,SUV,Single Vehicle,Moderate,0,1,Urban,Thursday,Night,Rain,0,1,0
CL-10847,2023-08-03,93560.18,53,F,18,Honda,Compact,Pedestrian Involved,Minor,1,0,Rural,Thursday,Morning,Clear,2,0,0
CL-10848,2023-09-04,2286.35,72,M,11,Mercedes,Sedan,Multiple Vehicle,Minor,1,0,Urban,Monday,Evening,Clear,2,2,0
CL-10849,2024-09-29,2598.8,26,F,17,Chevrolet,Luxury,Multiple Vehicle,None,1,0,Rural,Sunday,Afternoon,Clear,2,0,1
CL-10850,2022-11-01,2326.76,64,F,3,Toyota,Sports,Multiple Vehicle,Moderate,1,1,Urban,Tuesday,Evening,Clear,0,0,0
CL-10851,2024-07-03,2523.56,32,M,16,Toyota,Sports,Multiple Vehicle,Moderate,1,0,Urban,Wednesday,Evening,Rain,0,0,0
CL-10852,2024-09-18,2287.32,65,F,9,BMW,SUV,Multiple Vehicle,None,0,0,Urban,Wednesday,Afternoon,Clear,0,0,0
CL-10853,2023-12-08,20472.13,59,F,19,Honda,Compact,Animal Involved,Moderate,1,0,Urban,Friday,Night,Clear,1,0,0
CL-10854,2023-11-12,27027.36,77,F,5,Chevrolet,SUV,Animal Involved,Moderate,1,0,Suburban,Sunday,Afternoon,Rain,1,1,0
CL-10855,2024-02-12,2477.75,29,F,13,Toyota,Luxury,Single Vehicle,Minor,1,0,Urban,Monday,Morning,Clear,1,0,0
CL-10856,2024-07-21,1810.17,19,M,10,Chevrolet,Compact,Multiple Vehicle,Minor,1,1,Urban,Sunday,Afternoon,Clear,1,0,0
CL-10857,2023-10-22,8653.32,24,F,10,Mercedes,Compact,Animal Involved,None,1,0,Suburban,Sunday,Night,Clear,2,0,0
CL-10858,2023-01-22,2533.44,20,F,17,Hyundai,SUV,Single Vehicle,None,1,0,Suburban,Sunday,Evening,Rain,0,0,0
CL-10859,2023-05-05,10504.07,20,F,17,Chevrolet,SUV,Multiple Vehicle,Moderate,1,1,Suburban,Friday,Evening,Clear,0,2,0
CL-10860,2024-02-24,6269.85,44,F,10,Toyota,Sedan,Single Vehicle,Moderate,1,1,Urban,Saturday,Afternoon,Clear,1,1,0
CL-10861,2023-04-24,797.2,57,M,11,Audi,Luxury,Multiple Vehicle,Minor,0,0,Urban,Monday,Morning,Clear,2,1,0
CL-10862,2024-04-21,31476.81,50,F,4,Honda,Sedan,Single Vehicle,Minor,1,0,Rural,Sunday,Night,Snow,1,1,0
CL-10863,2022-03-31,42406.34,18,M,8,Nissan,Sports,Multiple Vehicle,None,0,1,Suburban,Thursday,Evening,Clear,0,0,0
CL-10864,2023-10-14,2355.84,25,F,8,Ford,Compact,Single Vehicle,None,1,1,Rural,Saturday,Afternoon,Sleet,2,1,0
CL-10865,2024-08-26,3086.39,49,M,9,Subaru,SUV,Multiple Vehicle,Minor,1,1,Urban,Monday,Morning,Rain,1,0,0
CL-10866,2024-02-20,6926.01,65,M,18,Subaru,Compact,Animal Involved,None,1,0,Suburban,Tuesday,Morning,Snow,1,0,1
CL-10867,2024-03-01,7341.86,21,M,0,Ford,Compact,Pedestrian Involved,Minor,1,1,Suburban,Friday,Evening,Clear,0,1,1
CL-10868,2022-11-08,10831.93,36,M,6,Chevrolet,Truck,Pedestrian Involved,None,0,0,Urban,Tuesday,Evening,Clear,2,0,1
CL-10869,2024-10-11,54843.86,49,M,3,Honda,Sports,Multiple Vehicle,Moderate,0,1,Suburban,Friday,Night,Fog,1,1,0
CL-10870,2022-03-17,3974.54,26,F,0,Chevrolet,Truck,Single Vehicle,None,1,0,Suburban,Thursday,Morning,Clear,0,0,0
CL-10871,2022-09-16,1885.68,29,F,14,Nissan,Compact,Single Vehicle,Minor,1,0,Urban,Friday,Night,Clear,3,1,0
CL-10872,2024-10-25,939.0,28,F,7,Honda,SUV,Bicycle Involved,Minor,1,1,Urban,Friday,Morning,Clear,0,1,0
CL-10873,2023-11-11,2044.45,63,M,11,Ford,Compact,Multiple Vehicle,None,1,1,Suburban,Saturday,Morning,Sleet,0,0,0
CL-10874,2022-07-25,4723.23,33,F,17,Chevrolet,Sports,Single Vehicle,None,1,0,Urban,Monday,Afternoon,Rain,0,2,0
CL-10875,2024-06-20,42339.23,18,M,14,BMW,Truck,Multiple Vehicle,None,0,1,Urban,Thursday,Evening,Clear,1,0,1
CL-10876,2022-07-24,2640.88,80,M,16,Toyota,SUV,Single Vehicle,Moderate,0,1,Urban,Sunday,Morning,Rain,0,0,0
CL-10877,2024-12-13,6428.82,38,F,13,Audi,Compact,Single Vehicle,None,0,0,Urban,Friday,Night,Clear,2,0,0
CL-10878,2024-07-24,4818.86,47,F,13,Hyundai,Luxury,Animal Involved,Moderate,0,0,Rural,Wednesday,Evening,Rain,1,1,0
CL-10879,2022-02-01,20456.83,30,M,17,Audi,Sports,Pedestrian Involved,Major,1,0,Urban,Tuesday,Night,Clear,1,0,0
CL-10880,2022-10-23,101958.27,51,M,19,Nissan,Sports,Multiple Vehicle,Moderate,1,1,Urban,Sunday,Evening,Snow,2,0,0
CL-10881,2024-04-19,2599.2,21,F,17,Chevrolet,Luxury,Animal Involved,None,1,1,Rural,Friday,Evening,Clear,1,0,0
CL-10882,2022-11-13,2731.68,45,F,15,Mercedes,Compact,Multiple Vehicle,Major,1,1,Urban,Sunday,Morning,Clear,2,0,1
CL-10883,2022-06-03,17205.65,76,F,0,Honda,Sports,Multiple Vehicle,None,1,0,Urban,Friday,Afternoon,Clear,1,1,0
CL-10884,2024-08-19,11139.69,44,F,10,Chevrolet,SUV,Single Vehicle,Minor,0,0,Suburban,Monday,Morning,Clear,0,0,0
CL-10885,2023-06-27,45073.46,42,M,14,Honda,Compact,Single Vehicle,Moderate,0,0,Urban,Tuesday,Evening,Rain,1,0,1
CL-10886,2023-11-25,9904.2,20,F,11,Hyundai,Compact,Multiple Vehicle,Minor,0,1,Urban,Saturday,Morning,Clear,1,2,0
CL-10887,2024-03-25,3193.43,42,F,7,BMW,Truck,Pedestrian Involved,Minor,0,0,Suburban,Monday,Morning,Clear,0,1,1
CL-10888,2022-06-14,9984.47,37,F,19,Audi,Sports,Multiple Vehicle,None,0,1,Suburban,Tuesday,Evening,Clear,3,2,0
CL-10889,2023-11-04,18591.21,51,M,5,Toyota,Sports,Single Vehicle,None,1,1,Suburban,Saturday,Evening,Clear,0,0,1
CL-10890,2024-12-28,13155.28,43,M,2,Hyundai,Luxury,Single Vehicle,Minor,0,0,Rural,Saturday,Morning,Clear,0,2,1
CL-10891,2024-02-18,9033.8,22,M,12,Hyundai,Truck,Pedestrian Involved,None,1,1,Suburban,Sunday,Morning,Clear,0,1,0
CL-10892,2023-10-11,17676.82,78,M,12,Audi,Truck,Single Vehicle,Major,1,0,Suburban,Wednesday,Morning,Clear,1,0,1
CL-10893,2024-09-26,19993.34,26,F,1,Hyundai,Sports,Multiple Vehicle,Major,0,0,Suburban,Thursday,Night,Clear,0,1,1
CL-10894,2022-03-15,25811.9,67,M,4,Mercedes,Compact,Single Vehicle,Moderate,0,0,Urban,Tuesday,Morning,Clear,0,1,0
CL-10895,2022-05-21,10704.85,23,F,16,Mercedes,Truck,Single Vehicle,Minor,1,0,Urban,Saturday,Night,Fog,0,0,0
CL-10896,2023-04-26,4021.69,77,F,5,Subaru,Luxury,Multiple Vehicle,Minor,1,0,Suburban,Wednesday,Afternoon,Rain,1,0,0
CL-10897,2023-08-12,5860.89,61,F,1,Subaru,Truck,Multiple Vehicle,Major,1,0,Urban,Saturday,Night,Clear,0,0,1
CL-10898,2023-04-11,20906.4,28,F,3,Mercedes,Luxury,Multiple Vehicle,Moderate,1,1,Urban,Tuesday,Morning,Rain,1,0,0
CL-10899,2022-07-05,1843.97,83,M,10,Ford,Truck,Single Vehicle,Minor,0,0,Urban,Tuesday,Afternoon,Snow,1,1,0
CL-10900,2024-06-07,7649.59,64,M,7,BMW,Luxury,Pedestrian Involved,None,1,0,Urban,Friday,Night,Clear,1,0,1
CL-10901,2022-07-21,3065.58,20,M,11,Honda,Truck,Single Vehicle,None,1,0,Urban,Thursday,Night,Snow,0,0,0
CL-10902,2022-07-25,5087.26,47,F,7,BMW,Truck,Multiple Vehicle,Minor,1,0,Suburban,Monday,Evening,Clear,1,1,0
CL-10903,2024-06-27,22791.48,38,F,10,Nissan,SUV,Animal Involved,Minor,1,1,Rural,Thursday,Afternoon,Snow,1,0,1
CL-10904,2022-12-07,6181.52,45,F,19,Hyundai,Luxury,Single Vehicle,Moderate,1,1,Suburban,Wednesday,Evening,Clear,2,0,1
CL-10905,2023-09-06,5196.41,79,F,7,Toyota,Luxury,Bicycle Involved,None,0,1,Suburban,Wednesday,Afternoon,Clear,0,0,0
CL-10906,2022-03-01,961.19,50,F,7,Hyundai,Luxury,Single Vehicle,None,1,0,Urban,Tuesday,Night,Clear,2,0,0
CL-10907,2022-04-05,12034.16,52,M,16,BMW,Sedan,Multiple Vehicle,None,1,0,Urban,Tuesday,Evening,Hail,1,2,0
CL-10908,2023-10-27,10663.49,69,F,19,Mercedes,Truck,Multiple Vehicle,None,1,0,Urban,Friday,Morning,Rain,0,4,0
CL-10909,2022-04-25,65900.79,51,M,19,Audi,Luxury,Animal Involved,None,1,1,Suburban,Monday,Night,Clear,3,0,0
CL-10910,2023-08-24,3397.06,58,F,15,Nissan,Sports,Single Vehicle,Minor,0,1,Urban,Thursday,Afternoon,Clear,0,0,0
CL-10911,2024-01-05,6393.14,68,F,13,Mercedes,Sedan,Multiple Vehicle,Minor,1,0,Urban,Friday,Afternoon,Clear,1,0,0
CL-10912,2024-02-07,6629.34,64,M,10,BMW,SUV,Animal Involved,Moderate,0,0,Suburban,Wednesday,Evening,Clear,0,1,0
CL-10913,2024-06-01,32628.58,75,M,6,Audi,Luxury,Multiple Vehicle,None,1,0,Urban,Saturday,Evening,Clear,0,0,0
CL-10914,2022-10-26,4383.69,74,F,15,Toyota,Luxury,Multiple Vehicle,None,1,0,Rural,Wednesday,Afternoon,Clear,1,0,0
CL-10915,2023-05-16,6869.36,40,F,12,BMW,Sedan,Single Vehicle,Minor,1,1,Suburban,Tuesday,Night,Snow,0,2,0
CL-10916,2024-12-23,10193.2,65,F,14,Honda,Truck,Multiple Vehicle,Moderate,1,0,Urban,Monday,Evening,Rain,2,0,0
CL-10917,2024-04-23,6148.3,39,F,15,Chevrolet,Sports,Single Vehicle,None,0,0,Urban,Tuesday,Morning,Clear,1,1,1
CL-10918,2023-01-04,2876.36,34,M,8,Audi,SUV,Single Vehicle,Moderate,1,0,Suburban,Wednesday,Afternoon,Clear,0,0,0
CL-10919,2022-12-15,6203.74,28,F,2,BMW,Luxury,Multiple Vehicle,None,1,0,Urban,Thursday,Morning,Fog,1,0,0
CL-10920,2022-12-25,17825.02,32,M,18,Mercedes,Truck,Multiple Vehicle,Moderate,1,0,Urban,Sunday,Afternoon,Rain,0,1,0
CL-10921,2022-06-11,1433.94,52,F,19,Honda,Sports,Animal Involved,Moderate,1,0,Urban,Saturday,Morning,Rain,2,0,0
CL-10922,2024-02-23,5765.02,50,M,4,Ford,Sports,Bicycle Involved,None,0,0,Rural,Friday,Night,Sleet,0,1,0
CL-10923,2023-05-09,2121.45,33,M,9,Audi,SUV,Multiple Vehicle,Minor,1,0,Urban,Tuesday,Afternoon,Rain,0,0,0
CL-10924,2024-10-16,20620.81,51,F,16,Honda,Compact,Pedestrian Involved,None,1,0,Rural,Wednesday,Night,Clear,0,0,0
CL-10925,2022-10-21,790.11,83,M,14,Mercedes,Sports,Multiple Vehicle,Moderate,0,1,Suburban,Friday,Evening,Clear,0,1,0
CL-10926,2023-04-21,2513.15,57,F,7,BMW,Compact,Single Vehicle,Minor,1,0,Urban,Friday,Afternoon,Sleet,0,2,0
CL-10927,2024-08-02,7728.38,45,M,14,Hyundai,Sports,Multiple Vehicle,Minor,1,0,Suburban,Friday,Night,Clear,1,1,0
CL-10928,2023-06-05,32164.83,64,F,13,Toyota,SUV,Single Vehicle,Moderate,1,1,Urban,Monday,Morning,Clear,0,3,0
CL-10929,2024-07-30,4541.9,56,M,19,Hyundai,Sedan,Multiple Vehicle,Moderate,0,0,Urban,Tuesday,Night,Clear,1,0,0
CL-10930,2023-06-07,2524.4,37,F,6,Chevrolet,SUV,Pedestrian Involved,None,0,1,Suburban,Wednesday,Afternoon,Rain,1,0,0
CL-10931,2022-01-20,46975.83,18,F,11,Honda,SUV,Multiple Vehicle,Minor,1,1,Suburban,Thursday,Night,Hail,3,0,0
CL-10932,2024-08-10,864.7,80,M,16,Chevrolet,Sedan,Pedestrian Involved,None,1,1,Urban,Saturday,Morning,Clear,1,2,0
CL-10933,2023-08-13,351.23,84,M,16,Toyota,Sedan,Single Vehicle,None,0,0,Rural,Sunday,Morning,Clear,0,0,0
CL-10934,2022-11-20,8333.32,21,M,9,Honda,Truck,Multiple Vehicle,Minor,1,0,Suburban,Sunday,Morning,Snow,0,0,0
CL-10935,2022-06-01,2690.64,75,M,18,Subaru,Sports,Single Vehicle,None,1,0,Rural,Wednesday,Evening,Clear,0,0,0
CL-10936,2024-06-23,1443.06,42,F,13,Mercedes,Truck,Multiple Vehicle,None,1,0,Urban,Sunday,Afternoon,Clear,0,1,1
CL-10937,2023-12-09,11499.14,64,M,10,Honda,Sedan,Multiple Vehicle,Moderate,0,0,Rural,Saturday,Morning,Fog,0,0,0
CL-10938,2023-09-05,6585.07,55,F,1,Mercedes,Compact,Multiple Vehicle,None,1,1,Urban,Tuesday,Evening,Clear,0,0,0
CL-10939,2024-05-18,2497.65,32,M,17,Hyundai,Compact,Single Vehicle,Minor,1,1,Urban,Saturday,Morning,Clear,1,0,0
CL-10940,2023-05-28,1057.47,80,F,6,Nissan,SUV,Single Vehicle,None,1,0,Suburban,Sunday,Night,Rain,2,1,0
